,characteristics_bedrooms,characteristics_bathrooms,characteristics_garages,characteristics_area,location_lat,location_lng,price,neighborhood_name,district_name,extras_Terreno,price_per_m2,rooms_per_area
566,6,4,2,267.0,-17.810558,-63.222637,155500.0,Desconocido,Desconocido,267.0,582.3970037453183,71289.0
567,4,3,2,170.0,-17.762156,-63.235882,145000.0,Desconocido,Desconocido,350.0,852.9411764705883,59500.0
568,2,3,3,120.0,-17.80835,-63.160355,135000.0,Barrio Polanco,Distrito Municipal 3,120.0,1125.0,14400.0
569,4,2,2,237.0,-17.792973,-63.195515,217500.0,BARRIO URBARI,Distrito Municipal 4Â ,237.0,917.7215189873418,56169.0
570,3,4,2,190.0,-17.697136,-63.181114,124800.0,Barrio Santa Isabel.,Distrito 5,190.0,656.8421052631579,36100.0
571,3,3,2,120.0,-17.846785,-63.098679,55000.0,Barrio LAB,Distrito 8,170.0,458.3333333333333,20400.0
572,3,3,2,100.0,-17.658127,-63.164463,55000.0,Desconocido,Desconocido,100.0,550.0,10000.0
573,3,3,2,125.0,-17.701101,-63.167423,110000.0,Barrio Santa Isabel.,Distrito 5,125.0,880.0,15625.0
574,5,3,1,308.0,-17.735741,-63.174004,140000.0,Barrio Santa Isabel.,Distrito 5,300.0,454.54545454545456,92400.0
575,5,5,2,265.0,-17.758455,-63.0966,185000.0,Barrio La Purisima,Distrito 6,450.0,698.1132075471698,119250.0
576,3,3,2,120.0,-17.661604,-63.172661,60000.0,Desconocido,Desconocido,120.0,500.0,14400.0
577,4,3,4,360.0,-17.744518,-63.160744,180000.0,Barrio Santa Isabel.,Distrito 5,360.0,500.0,129600.0
580,4,5,4,398.0,-17.689919,-63.161308,285000.0,Barrio Santa Isabel.,Distrito 5,310.0,716.0804020100503,123380.0
581,6,5,4,318.0,-17.776371,-63.133148,190000.0,Barrio Guaracachi,Distrito 6,371.0,597.4842767295597,117978.0
582,4,4,1,340.0,-17.824192,-63.216427,165000.0,Barrio California,Distrito 10,337.0,485.29411764705884,114580.0
584,3,4,3,250.0,-17.768953,-63.111053,120000.0,Barrio las Pampita,Distrito 6,216.0,480.0,54000.0
585,3,3,2,150.0,-17.702768,-63.173759,115000.0,Barrio Santa Isabel.,Distrito 5,150.0,766.6666666666666,22500.0
586,3,3,4,265.0,-17.660049,-63.172401,123500.0,Desconocido,Desconocido,265.0,466.0377358490566,70225.0
587,3,3,2,255.0,-17.799177,-63.195206,254000.0,BARRIO URBARI,Distrito Municipal 4Â ,283.0,996.0784313725491,72165.0
588,4,4,3,324.0,-17.752773,-63.173191,335000.0,Barrio Chino,Distrito 2,324.0,1033.9506172839506,104976.0
589,5,3,2,243.0,-17.792938,-63.197224,270000.0,BARRIO URBARI,Distrito Municipal 4Â ,385.0,1111.111111111111,93555.0
590,2,2,2,125.0,-17.718571,-63.17712,98000.0,Barrio Santa Isabel.,Distrito 5,112.0,784.0,14000.0
591,5,5,2,530.0,-17.76992,-63.223694,660000.0,Desconocido,Desconocido,530.0,1245.2830188679245,280900.0
592,5,2,6,507.0,-17.792755,-63.165798,680000.0,Barrio Los Penocos,Distrito Municipal 3,720.0,1341.222879684418,365040.0
593,3,4,2,205.0,-17.78871,-63.089626,98000.0,Barrio El Condado,Distrito 7,205.0,478.0487804878049,42025.0
594,3,2,2,200.0,-17.791374,-63.269009,119000.0,Desconocido,Desconocido,334.0,595.0,66800.0
595,3,2,3,116.0,-17.599739,-63.168182,59000.0,Desconocido,Desconocido,116.0,508.62068965517244,13456.0
597,3,2,3,110.0,-17.63464,-63.163639,75000.0,Desconocido,Desconocido,420.0,681.8181818181819,46200.0
598,3,2,2,160.0,-17.684412,-63.178467,95000.0,Barrio Santa Isabel.,Distrito 5,160.0,593.75,25600.0
599,3,2,2,118.0,-17.675049,-63.18383,79500.0,Desconocido,Desconocido,118.0,673.728813559322,13924.0
600,3,3,2,128.0,-17.710426,-63.128899,115000.0,Barrio Santa Isabel.,Distrito 5,128.0,898.4375,16384.0
601,5,4,2,280.0,-17.726986,-63.144379,125000.0,Barrio Santa Isabel.,Distrito 5,205.0,446.42857142857144,57400.0
602,7,2,4,190.0,-17.73671,-63.142635,145000.0,Barrio Santa Isabel.,Distrito 5,190.0,763.1578947368421,36100.0
603,3,3,2,160.0,-17.697094,-63.182144,124800.0,Barrio Santa Isabel.,Distrito 5,160.0,780.0,25600.0
604,4,3,2,170.0,-17.76281,-63.223694,134499.0,Desconocido,Desconocido,145.0,791.1705882352941,24650.0
605,3,4,2,412.0,-17.736977,-63.238712,430000.0,Desconocido,Desconocido,412.0,1043.6893203883494,169744.0
606,4,5,2,305.0,-17.763054,-63.223694,319000.0,Desconocido,Desconocido,305.0,1045.9016393442623,93025.0
607,4,4,2,190.0,-17.696585,-63.181324,124000.0,Barrio Santa Isabel.,Distrito 5,190.0,652.6315789473684,36100.0
608,7,2,2,300.0,-17.752495,-63.125748,85000.0,Barrio las Pampita,Distrito 6,200.0,283.3333333333333,60000.0
610,3,4,3,412.0,-17.730028,-63.228756,430000.0,Desconocido,Desconocido,412.0,1043.6893203883494,169744.0
611,4,5,2,156.0,-17.703465,-63.178596,108700.0,Barrio Santa Isabel.,Distrito 5,156.0,696.7948717948718,24336.0
612,3,3,2,150.0,-17.717344,-63.152847,117000.0,Barrio Santa Isabel.,Distrito 5,150.0,780.0,22500.0
613,4,4,2,232.0,-17.769184,-63.101944,112000.0,Barrio las Pampita,Distrito 6,232.0,482.7586206896552,53824.0
615,3,3,2,165.0,-17.791046,-63.090569,114800.0,Barrio El Condado,Distrito 7,225.0,695.7575757575758,37125.0
616,1,1,3,200.0,-17.785696,-63.191013,340000.0,Barrio FÃ© y AlegrÃ­a,Distrito 11,200.0,1700.0,40000.0
618,5,4,3,380.0,-17.800671,-63.179977,255000.0,Barrio Aeronautico,Distrito Municipal 4Â ,380.0,671.0526315789474,144400.0
619,3,2,2,110.0,-17.889233,-63.288757,57000.0,Desconocido,Desconocido,110.0,518.1818181818181,12100.0
